date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:02:54	110827/110827	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2021:58:15%20GMT	https://guidehouse.com/-/media/new-library/industries/health/images/2023/social/healthsocialimage.ashx	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/new-library/industries/health/images/2023/social/HealthSocialImage.jpg	(from https://guidehouse.com/industries/health)
18:02:55	1165119/1165119	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2017:28:05%20GMT	https://guidehouse.com/-/media/www/site/page/ie-images/energy/analysisexperienceenergy_02.ashx?sc_lang=en&h=663&w=1450&la=en&hash=326216672D67FA4A80F75F4DEBCE4EAB	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/www/site/page/ie-images/energy/AnalysisExperienceENERGY_0257f4.jpg	(from https://guidehouse.com/industries/technology.html)
18:02:56	40023/40023	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:02:52%20GMT	https://guidehouse.com/industries/www.alphagenesisintl.com/industries/healthcare-consulting/	C:/My%20Web%20Sites/AGI/guidehouse.com/industries/www.alphagenesisintl.com/industries/healthcare-consulting/index.html	(from https://guidehouse.com/industries/health)
18:02:57	50908/50908	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:02:52%20GMT	https://guidehouse.com/news/healthcare/2023/guidehouse-market-intelligence-platform	C:/My%20Web%20Sites/AGI/guidehouse.com/news/healthcare/2023/guidehouse-market-intelligence-plathttps://www.boldbrix.com/form	(from https://guidehouse.com/industries/health)
18:02:57	184858/184858	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20May%202023%2016:58:36%20GMT	https://guidehouse.com/-/media/new-library/industries/health/images/2023/hero-large-1440x600/industries-health-hero-large-1440x600.ashx?h=600&w=1440&la=en&hash=26B18901EC4B205017A7330FE4592D2C	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/new-library/industries/health/images/2023/hero-large-1440x600/Industries-Health-Hero-Large-1440x600c198.jpg	(from https://guidehouse.com/industries/health)
18:02:57	61055/61055	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:02:53%20GMT	https://guidehouse.com/services/strategy-innovation	C:/My%20Web%20Sites/AGI/guidehouse.com/services/strategy-innovation.html	(from https://guidehouse.com/industries/health)
18:02:57	57376/57376	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:02:53%20GMT	https://guidehouse.com/services/business-optimization	C:/My%20Web%20Sites/AGI/guidehouse.com/services/business-optimization.html	(from https://guidehouse.com/industries/health)
18:02:58	56693/56693	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:02:54%20GMT	https://guidehouse.com/services/revenue-cycle-management	C:/My%20Web%20Sites/AGI/guidehouse.com/services/revenue-cycle-management.html	(from https://guidehouse.com/industries/health)
18:02:59	58424/58424	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:02:54%20GMT	https://guidehouse.com/services/clinical-transformation	C:/My%20Web%20Sites/AGI/guidehouse.com/services/clinical-transformation.html	(from https://guidehouse.com/industries/health)
18:02:59	50665/50665	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:02:55%20GMT	https://guidehouse.com/case-studies/healthcare/2022/nih-cit-remediates-cybersecurity-vulnerabilities	C:/My%20Web%20Sites/AGI/guidehouse.com/case-studies/healthcare/2022/nih-cit-remediates-cybersecurity-vulnerabilities.html	(from https://guidehouse.com/industries/health)
18:03:00	50022/50022	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:02:56%20GMT	https://guidehouse.com/case-studies/healthcare/2022/uab-case-study	C:/My%20Web%20Sites/AGI/guidehouse.com/case-studies/healthcare/2022/uab-case-study.html	(from https://guidehouse.com/industries/health)
18:03:00	47648/47648	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Apr%202023%2011:10:39%20GMT	https://guidehouse.com/-/media/new-library/corporate/people/h/bioimage_harkness_alicia_420x420.ashx?h=420&w=420&la=en&hash=3BE5F97FCB6CD56EB586EFBD17A0920F	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/new-library/corporate/people/h/BioImage_Harkness_Alicia_420x420ed72.jpg	(from https://guidehouse.com/industries/health)
18:03:01	42567/42567	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:02:57%20GMT	https://guidehouse.com/professionals/h/alicia-harkness	C:/My%20Web%20Sites/AGI/guidehouse.com/professionals/h/alicia-harkness.html	(from https://guidehouse.com/industries/health)
18:03:02	67269/67269	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Apr%202023%2011:29:36%20GMT	https://guidehouse.com/-/media/www/site/people/new-photos/headshots/b/bajner_rich_365x302.ashx?h=302&w=365&la=en&hash=70078255CC34EA5253351B7B03BD67F8	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/www/site/people/new-photos/headshots/b/Bajner_Rich_365x302b5bc.jpg	(from https://guidehouse.com/industries/health)
18:03:03	158504/158504	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Apr%202023%2012:24:07%20GMT	https://guidehouse.com/-/media/www/site/people/new-photos/headshots/g/garnett_sarah_365x302.ashx?h=302&w=365&la=en&hash=C4F3535209EC94070A837082665A41EB	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/www/site/people/new-photos/headshots/g/Garnett_Sarah_365x3024d76.png	(from https://guidehouse.com/industries/health)
18:03:04	79255/79255	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Apr%202023%2018:21:49%20GMT	https://guidehouse.com/-/media/www/site/people/new-photos/headshots/m/martin_doug_365x302.ashx?h=302&w=365&la=en&hash=4FDCF7AE67B530275B0E102F103EE0E0	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/www/site/people/new-photos/headshots/m/Martin_Doug_365x30282fc.jpg	(from https://guidehouse.com/industries/health)
18:03:04	44544/44544	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Apr%202023%2011:10:38%20GMT	https://guidehouse.com/-/media/new-library/corporate/people/z/bioimage_zito_david_420x420.ashx?h=420&w=420&la=en&hash=3612BB28D74FFDCCF75CF552E78EC006	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/new-library/corporate/people/z/BioImage_Zito_David_420x42009a5.jpg	(from https://guidehouse.com/industries/health)
18:03:05	41996/41996	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:01%20GMT	https://guidehouse.com/professionals/z/david-zito	C:/My%20Web%20Sites/AGI/guidehouse.com/professionals/z/david-zito.html	(from https://guidehouse.com/industries/health)
18:03:06	56492/56492	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:02%20GMT	https://guidehouse.com/insights/healthcare/2023/2023-health-system-trends	C:/My%20Web%20Sites/AGI/guidehouse.com/insights/healthcare/2023/2023-health-system-trends.html	(from https://guidehouse.com/industries/health)
18:03:07	55382/55382	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:03%20GMT	https://guidehouse.com/insights/healthcare/2023/blogs/the-impact-of-generative-ai-on-healthcare	C:/My%20Web%20Sites/AGI/guidehouse.com/insights/healthcare/2023/blogs/the-impact-of-generative-ai-on-healthcare.html	(from https://guidehouse.com/industries/health)
18:03:07	260730/260730	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Feb%202023%2021:47:08%20GMT	https://guidehouse.com/-/media/new-library/industries/health/images/2023/insights-hero-720x720/shutterstock_234972280_720x720.ashx?h=720&w=720&la=en&hash=574838A0D3BC6AF23C49BBA016B45F94	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/new-library/industries/health/images/2023/insights-hero-720x720/shutterstock_234972280_720x720c6b5.jpg	(from https://guidehouse.com/industries/health)
18:03:08	131492/131492	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Jul%202023%2016:45:24%20GMT	https://guidehouse.com/-/media/www/site/insights/ie-images/healthcare-and-life-sciences/2023/microsoftteams_social.ashx?h=505&w=505&la=en&hash=C199B46F265111C433688B86C901A982	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/www/site/insights/ie-images/healthcare-and-life-sciences/2023/MicrosoftTeams_Socialcf15.jpg	(from https://guidehouse.com/industries/health)
18:03:08	57671/57671	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:04%20GMT	https://guidehouse.com/insights/healthcare/2023/intelligent-approach-to-healthcare-fraud-prevention	C:/My%20Web%20Sites/AGI/guidehouse.com/insights/healthcare/2023/intelligent-approach-to-healthcare-fraud-prevention.html	(from https://guidehouse.com/industries/health)
18:03:09	224061/224061	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20May%202023%2022:12:22%20GMT	https://guidehouse.com/-/media/new-library/industries/health/images/2023/insights-hero-720x720/healthcare-fraud-prevention.ashx?h=720&w=720&la=en&hash=2DC6167FAF71A64DCBBD37026642E93C	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/new-library/industries/health/images/2023/insights-hero-720x720/Healthcare%20Fraud%20Prevention24ed.jpg	(from https://guidehouse.com/industries/health)
18:03:09	145949/145949	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jul%202023%2018:48:10%20GMT	https://guidehouse.com/-/media/new-library/industries/health/images/2023/image-cta-half-image-650x420/centerforhealthinsights2.ashx?h=419&w=650&la=en&hash=8EDAFD05CE721DF4F1D887A9A9C7D4FF	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/new-library/industries/health/images/2023/image-cta-half-image-650x420/CenterforHealthInsights280ba.jpg	(from https://guidehouse.com/industries/health)
18:03:09	70068/70068	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:05%20GMT	https://guidehouse.com/insights/center-for-health-insights	C:/My%20Web%20Sites/AGI/guidehouse.com/insights/center-for-health-insights.html	(from https://guidehouse.com/industries/health)
18:03:10	148152/148152	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Feb%202023%2020:53:15%20GMT	https://guidehouse.com/-/media/new-library/industries/financial-services/images/2023/hero-large-1440x600/industries-financial-services-hero-large-1440x600.ashx?h=600&w=1440&la=en&hash=A9AC021DBBF00FA0BC573104A3913F2A	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/new-library/industries/financial-services/images/2023/hero-large-1440x600/Industries-Financial-Services-Hero-Large-1440x600f290.jpg	(from https://guidehouse.com/industries/financial-services)
18:03:11	62475/62475	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:06%20GMT	https://guidehouse.com/services/environmental-governance	C:/My%20Web%20Sites/AGI/guidehouse.com/services/environmental-governance.html	(from https://guidehouse.com/industries/financial-services)
18:03:11	52397/52397	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:07%20GMT	https://guidehouse.com/services/managed-services/financial-services-managed-services	C:/My%20Web%20Sites/AGI/guidehouse.com/services/managed-services/financial-services-managed-#	(from https://guidehouse.com/industries/financial-services)
18:03:12	60045/60045	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:07%20GMT	https://guidehouse.com/services/risk-management	C:/My%20Web%20Sites/AGI/guidehouse.com/services/risk-management.html	(from https://guidehouse.com/industries/financial-services)
18:03:12	49916/49916	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:08%20GMT	https://guidehouse.com/case-studies/advanced-solutions/2023/robotic-process-automation-with-workday	C:/My%20Web%20Sites/AGI/guidehouse.com/case-studies/advanced-solutions/2023/robotic-process-automation-with-workday.html	(from https://guidehouse.com/industries/financial-services)
18:03:13	48948/48948	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:09%20GMT	https://guidehouse.com/case-studies/financial-services/2023/hud-financial-effectiveness	C:/My%20Web%20Sites/AGI/guidehouse.com/case-studies/financial-services/2023/hud-financial-effectiveness.html	(from https://guidehouse.com/industries/financial-services)
18:03:13	70169/70169	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2016:26:31%20GMT	https://guidehouse.com/-/media/new-library/corporate/people/s/microsoftteams-image-(12).ashx?h=420&w=420&la=en&hash=CF1C6D960A76198508661FC135E19821	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/new-library/corporate/people/s/MicrosoftTeams-image%20(12)2db1.png	(from https://guidehouse.com/industries/financial-services)
18:03:14	42109/42109	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:09%20GMT	https://guidehouse.com/professionals/s/jessica-stallmeyer	C:/My%20Web%20Sites/AGI/guidehouse.com/professionals/s/jessica-stallmeyer.html	(from https://guidehouse.com/industries/financial-services)
18:03:15	126883/126883	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Apr%202023%2012:24:07%20GMT	https://guidehouse.com/-/media/www/site/people/new-photos/headshots/g/goodejones_sherlonda_365x302.ashx?h=302&w=365&la=en&hash=7EB84EBC430B2453C815F50D44A4706C	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/www/site/people/new-photos/headshots/g/GoodeJones_Sherlonda_365x3023b4a.png	(from https://guidehouse.com/industries/financial-services)
18:03:16	70286/70286	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Apr%202023%2018:22:01%20GMT	https://guidehouse.com/-/media/www/site/people/new-photos/headshots/s/sicuranza_christopher_365x302.ashx?h=302&w=365&la=en&hash=06D4E270671492487B3D5D19D1593E48	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/www/site/people/new-photos/headshots/s/Sicuranza_Christopher_365x3029a71.jpg	(from https://guidehouse.com/industries/financial-services)
18:03:17	82986/82986	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Apr%202023%2011:18:00%20GMT	https://guidehouse.com/-/media/www/site/people/new-photos/headshots/a/angotti_alma_headshot.ashx?h=302&w=365&la=en&hash=FC7A29DE1030207389219373AA0056A0	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/www/site/people/new-photos/headshots/a/Angotti_Alma_headshot0cc8.jpg	(from https://guidehouse.com/industries/financial-services)
18:03:17	53672/53672	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:12%20GMT	https://guidehouse.com/insights/financial-services/2023/efficiency-opportunities-with-outsourcing	C:/My%20Web%20Sites/AGI/guidehouse.com/insights/financial-services/2023/efficiency-opportunities-with-outsourcing.html	(from https://guidehouse.com/industries/financial-services)
18:03:18	58629/58629	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:14%20GMT	https://guidehouse.com/insights/financial-crimes/2023/refresh-anti-bribery-corruption-program	C:/My%20Web%20Sites/AGI/guidehouse.com/insights/financial-crimes/2023/refresh-anti-bribery-corruption-program.html	(from https://guidehouse.com/industries/financial-services)
18:03:18	186611/186611	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2017:14:02%20GMT	https://guidehouse.com/-/media/new-library/corporate/about/images/2023/hero-large-1440x600/about-leadership-hero-large-1440x600-(1).ashx?h=600&w=1440&la=en&hash=DF196DBE0B3D20FEAF1B15E8075AA118	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/new-library/corporate/about/images/2023/hero-large-1440x600/About-Leadership-Hero-Large-1440x600%20(1)b1c6.jpg	(from https://guidehouse.com/industries/financial-services)
18:03:19	64985/64985	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Aug%202023%2014:46:32%20GMT	https://guidehouse.com/-/media/new-library/industries/financial-services/images/2023/insights-hero-720x720/anti-bribery-and-corruption.ashx?h=720&w=720&la=en&hash=784553E1A8132EE2FE400E67406615B0	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/new-library/industries/financial-services/images/2023/insights-hero-720x720/Anti-Bribery%20and%20Corruption073f.jpg	(from https://guidehouse.com/industries/financial-services)
18:03:20	61714/61714	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:16%20GMT	https://guidehouse.com/insights/financial-services/2023/ai-for-resilience	C:/My%20Web%20Sites/AGI/guidehouse.com/insights/financial-services/2023/ai-for-resilience.html	(from https://guidehouse.com/industries/financial-services)
18:03:22	501089/501089	---M--	200	added ('OK')	image/png	date:Tue,%2009%20May%202023%2021:49:34%20GMT	https://guidehouse.com/-/media/new-library/services/digital-and-technology/images/2023/insights-hero-720x720/cta-720-x-720-insight-optimizing-the-technology-portfolio.ashx?h=720&w=720&la=en&hash=DDEB55BBBD0E4FE26151583FEB55E793	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/new-library/services/digital-and-technology/images/2023/insights-hero-720x720/CTA%20720%20x%20720%20Insight%20Optimizing%20the%20Technology%20Portfoliodba9.png	(from https://guidehouse.com/industries/financial-services)
18:03:22	40019/40019	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:17%20GMT	https://guidehouse.com/industries/guidehouse.com/industries/state-local-government	C:/My%20Web%20Sites/AGI/guidehouse.com/industries/guidehouse.com/industries/state-local-government.html	(from https://guidehouse.com/industries/state-local-government)
18:03:22	75005/75005	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Feb%202023%2021:47:08%20GMT	https://guidehouse.com/-/media/new-library/industries/state-and-local-government/images/2023/hero-large-1440x600/industries-state-local-government-hero-large-1440x600-c-(1).ashx?h=600&w=1440&la=en&hash=23C4D74CA2D28C631F898B0EF92F4431	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/new-library/industries/state-and-local-government/images/2023/hero-large-1440x600/Industries-State-Local-Government-Hero-Large-1440x600-C%20(1)470f.jpg	(from https://guidehouse.com/industries/state-local-government)
18:03:23	67351/67351	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:19%20GMT	https://guidehouse.com/services/grants-management	C:/My%20Web%20Sites/AGI/guidehouse.com/services/grants-management.html	(from https://guidehouse.com/industries/state-local-government)
18:03:24	60764/60764	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:20%20GMT	https://guidehouse.com/services/workforce-transformation	C:/My%20Web%20Sites/AGI/guidehouse.com/services/workforce-transformation.html	(from https://guidehouse.com/industries/state-local-government)
18:03:24	55113/55113	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:20%20GMT	https://guidehouse.com/case-studies/state-and-local-government/2021/preparing-texas-for-tomorrows-workplace	C:/My%20Web%20Sites/AGI/guidehouse.com/case-studies/state-and-local-government/2021/preparing-texas-for-tomorrows-workplace.html	(from https://guidehouse.com/industries/state-local-government)
18:03:25	50824/50824	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:21%20GMT	https://guidehouse.com/case-studies/healthcare/2022/state-rural-hospital-transformation	C:/My%20Web%20Sites/AGI/guidehouse.com/case-studies/healthcare/2022/state-rural-hospital-transformation.html	(from https://guidehouse.com/industries/state-local-government)
18:03:25	39895/39895	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Apr%202023%2018:17:20%20GMT	https://guidehouse.com/-/media/www/site/people/guidehouse-headshots-only/anaita-kasad365x302.ashx?h=303&w=365&la=en&hash=C24F8ED30647A7678859969694220CB6	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/www/site/people/guidehouse-headshots-only/Anaita-Kasad365x3028db9.jpg	(from https://guidehouse.com/industries/state-local-government)
18:03:25	28636/28636	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2015:40:50%20GMT	https://guidehouse.com/-/media/www/site/people/guidehouse-headshots-only/jeffbankwoski365x302.ashx?h=302&w=363&la=en&hash=83000B84A68E56765DB44D8FE13A5E64	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/www/site/people/guidehouse-headshots-only/JeffBankwoski365x3021ca8.jpg	(from https://guidehouse.com/industries/state-local-government)
18:03:27	143313/143313	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Apr%202023%2019:33:47%20GMT	https://guidehouse.com/-/media/www/site/people/new-photos/headshots/f/fernando_shaun_365x302.ashx?h=302&w=365&la=en&hash=412AE344411CDB8ED149CE8292D0B875	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/www/site/people/new-photos/headshots/f/Fernando_Shaun_365x302f252.png	(from https://guidehouse.com/industries/state-local-government)
18:03:27	29630/29630	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Jun%202023%2014:10:09%20GMT	https://guidehouse.com/-/media/www/site/people/new-photos/headshots/m/malmberg_raquel_365x302_new.ashx?h=302&w=365&la=en&hash=F9FD0BD35B0EB357317FCCE0267A5A98	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/www/site/people/new-photos/headshots/m/Malmberg_Raquel_365x302_new99bb.jpg	(from https://guidehouse.com/industries/state-local-government)
18:03:27	35873/35873	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2015:40:50%20GMT	https://guidehouse.com/-/media/www/site/people/guidehouse-headshots-only/michaeltosh365x302.ashx?h=303&w=365&la=en&hash=B09F435496B6BF9E4AB49AE9D4BE604E	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/www/site/people/guidehouse-headshots-only/MichaelTosh365x3020f67.jpg	(from https://guidehouse.com/industries/state-local-government)
18:03:29	63286/63286	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:24%20GMT	https://guidehouse.com/insights/state-and-local-government/2022/why-the-inflation-reduction-act-matters	C:/My%20Web%20Sites/AGI/guidehouse.com/insights/state-and-local-government/2022/why-the-inflation-reduction-act-matters.html	(from https://guidehouse.com/industries/state-local-government)
18:03:32	50888/50888	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:27%20GMT	https://guidehouse.com/insights/state-and-local-government/2022/what-the-government-can-learn-from-pandemic-fraudsters	C:/My%20Web%20Sites/AGI/guidehouse.com/insights/state-and-local-government/2022/what-the-government-can-learn-from-pandemic-fraudsters.html	(from https://guidehouse.com/industries/state-local-government)
18:03:33	806352/806352	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2017:23:18%20GMT	https://guidehouse.com/-/media/www/site/insights/ie-images/state-and-local/iehero_1450x663/nss_1450x663_gettyimages-121818669.ashx?h=663&w=1450&la=en&hash=7F8163FEAF02142D6FE45057DC509343	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/www/site/insights/ie-images/state-and-local/iehero_1450x663/NSS_1450x663_GettyImages-121818669d777.jpg	(from https://guidehouse.com/industries/state-local-government)
18:03:34	65007/65007	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:30%20GMT	https://guidehouse.com/insights/corporate/2022/bipartisan-infrastructure-law	C:/My%20Web%20Sites/AGI/guidehouse.com/insights/corporate/2022/bipartisan-infrastructure-law.html	(from https://guidehouse.com/industries/state-local-government)
18:03:36	376046/376046	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2017:21:07%20GMT	https://guidehouse.com/-/media/www/site/insights/ie-images/financial-services/iehero_1450x663/gettyimages625258846_super_iehero_1450x663.ashx?h=663&w=1450&la=en&hash=1CE863B8ACCF86F237BA8E87DDA3124B	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/www/site/insights/ie-images/financial-services/iehero_1450x663/GettyImages625258846_super_IEHero_1450x663f13b.jpg	(from https://guidehouse.com/industries/state-local-government)
18:03:36	216397/216397	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2017:14:37%20GMT	https://guidehouse.com/-/media/new-library/services/services-landing-page/images/2023/hero-large-1440x600/services-landing-page-hero-large-acon-1440x600.ashx?h=600&w=1440&la=en&hash=AC2070CCC76B018434DDAEA35FD927C6	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/new-library/services/services-landing-page/images/2023/hero-large-1440x600/Services-Landing-Page-Hero-Large-Acon-1440x60040cd.jpg	(from https://guidehouse.com/services)
18:03:38	60408/60408	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:33%20GMT	https://guidehouse.com/services/ai-machine-learning	C:/My%20Web%20Sites/AGI/guidehouse.com/services/ai-machine-learning.html	(from https://guidehouse.com/services)
18:03:38	63334/63334	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:34%20GMT	https://guidehouse.com/services/data-visualization	C:/My%20Web%20Sites/AGI/guidehouse.com/services/data-visualization.html	(from https://guidehouse.com/services)
18:03:39	62796/62796	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:35%20GMT	https://guidehouse.com/services/data-ecosystems	C:/My%20Web%20Sites/AGI/guidehouse.com/services/data-ecosystems.html	(from https://guidehouse.com/services)
18:03:39	63420/63420	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:35%20GMT	https://guidehouse.com/services/cloud	C:/My%20Web%20Sites/AGI/guidehouse.com/services/cloud.html	(from https://guidehouse.com/services)
18:03:40	64251/64251	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:36%20GMT	https://guidehouse.com/services/it-strategy	C:/My%20Web%20Sites/AGI/guidehouse.com/services/it-strategy.html	(from https://guidehouse.com/services)
18:03:40	60027/60027	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:36%20GMT	https://guidehouse.com/services/low-code-platforms	C:/My%20Web%20Sites/AGI/guidehouse.com/services/low-code-platforms.html	(from https://guidehouse.com/services)
18:03:40	11399087/11399087	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2017:26:02%20GMT	https://guidehouse.com/-/media/www/site/insights/state-and-local-government/images/shutterstock_238989772.ashx?h=3497&w=5716&la=en&hash=0368298D329BAC588CD16E7056EDCF93	C:/My%20Web%20Sites/AGI/guidehouse.com/-/media/www/site/insights/state-and-local-government/images/shutterstock_238989772bdee.jpg	(from https://guidehouse.com/industries/state-local-government)
18:03:41	55810/55810	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:37%20GMT	https://guidehouse.com/services/managed-services	C:/My%20Web%20Sites/AGI/guidehouse.com/services/managed-#	(from https://guidehouse.com/services)
18:03:41	59855/59855	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:37%20GMT	https://guidehouse.com/services/transformation	C:/My%20Web%20Sites/AGI/guidehouse.com/services/transformation.html	(from https://guidehouse.com/services)
18:03:42	61748/61748	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:37%20GMT	https://guidehouse.com/services/strategy-transformation	C:/My%20Web%20Sites/AGI/guidehouse.com/services/strategy-transformation.html	(from https://guidehouse.com/services)
18:03:42	59158/59158	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:38%20GMT	https://guidehouse.com/services/supply-chain	C:/My%20Web%20Sites/AGI/guidehouse.com/services/supply-chain.html	(from https://guidehouse.com/services)
18:03:42	61650/61650	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:38%20GMT	https://guidehouse.com/services/change-management	C:/My%20Web%20Sites/AGI/guidehouse.com/services/change-management.html	(from https://guidehouse.com/services)
18:03:43	57765/57765	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2010:03:39%20GMT	https://guidehouse.com/services/culture-leadership	C:/My%20Web%20Sites/AGI/guidehouse.com/services/culture-leadership.html	(from https://guidehouse.com/services)
